name,merchant_id,avg_processed,GMV_all,avg_active_days,total_lost_n_damaged,avg_returned,avg_24,avg_24_48,avg_48,max_processed_date,order_post_30,is_churn,total_complain,max_created_at,solved_at,delta
Nondini,4424,1,80,1,0,0,0,0,0,2022-04-18,0,1,1,2022-04-18,2022-04-19,1
Ramdix BD,63861,2,4050,2,0,0,1,0,0,2022-04-29,25,0,0,2022-04-02,2022-04-02,0
Shokher Vhabna,61656,5,5820,3,0,0,3,1,0,2022-04-26,0,1,0,2022-04-02,2022-04-02,0
Romonir satkahon,31701,2,5975,2,0,0,0,0,0,2022-04-08,0,1,1,2022-04-02,2022-04-02,0
Brotherhood Gadget House,62633,2,1580,2,0,0,0,0,0,2022-04-23,1,0,0,2022-04-01,2022-04-01,0
Dhaka Shop,5961,7,6285,4,0,1,5,0,0,2022-04-30,0,1,2,2022-05-21,2022-05-24,3
Gm Elite Mart,54699,203,257727,27,0,15,51,17,9,2022-04-28,96,0,4,2022-04-18,2022-04-20,2
Glam Lavish,49590,14,21413,10,0,0,8,0,0,2022-04-29,1,0,3,2022-04-18,2022-04-20,2
OneWay Glamorous,8261,2,500,2,0,0,2,0,0,2022-04-17,0,1,1,2022-04-18,2022-04-19,1
Easy get,28613,7,7840,4,0,0,1,3,0,2022-04-24,1,0,7,2022-04-30,2022-05-08,8
Shopno Bilash,46538,1,395,1,0,0,1,0,0,2022-04-29,0,1,1,2022-04-01,2022-04-01,0
Trendy Kundan,61206,1,19100,1,0,0,0,0,0,2022-04-30,39,0,1,2022-04-30,2022-05-09,9
Gentlemen Place,36447,1,150,1,0,0,1,0,0,2022-04-24,1,0,1,2022-04-08,2022-04-08,0
Mobile Cover Shop BD,51874,114,49216,17,0,6,50,5,2,2022-04-30,83,0,7,2022-04-30,2022-05-08,8
MSfashion,5639,1,80,1,0,0,0,0,0,2022-04-01,0,1,0,2022-04-02,2022-04-02,0
Trend Sick,62516,30,43370,11,0,1,15,7,1,2022-04-01,0,1,0,2022-04-01,2022-04-01,0
nosepin.star-diamond,8476,4147,5366990,29,0,1157,878,167,228,2022-04-29,131,0,,,,
Aster Style,4024,28,2665,11,0,0,11,1,0,2022-04-29,22,0,,,,
Akankhas Glamour World,28979,365,718717,29,0,3,215,15,3,2022-04-30,287,0,,,,
Emerald Closet,14146,11,23413,6,0,0,6,0,0,2022-04-30,6,0,,,,
gahanahaatbazar,10561,96,129657,22,0,1,53,8,1,2022-04-28,83,0,,,,
Wabby,3808,164,138140,20,0,3,92,20,6,2022-04-30,194,0,,,,
Mom's e-Shop BD,10307,789,615140,29,0,7,491,72,17,2022-04-29,403,0,,,,
Abeco Consultant,29684,33,86280,8,0,0,16,3,0,2022-04-27,5,0,,,,
Enloa,38206,106,526093,18,0,4,62,8,3,2022-04-30,36,0,,,,
FireFly- find your own beauty,35224,12,6004,5,0,0,2,0,0,2022-04-20,0,1,,,,
Besaty,44547,79,78357,24,0,7,44,6,2,2022-04-24,9,0,,,,
Emith,19547,29,45249,14,0,1,17,2,0,2022-04-29,5,0,4,2022-05-12,,
Labangi.com,5634,91,93883,15,0,9,51,5,1,2022-04-29,10,0,,,,
paikari bazar,30861,174,304815,26,0,5,81,8,2,2022-04-30,140,0,,,,
Baby Bonanza,7766,23,12130,11,0,0,14,1,0,2022-04-29,13,0,,,,
Obscure Glow,11007,71,57129,15,0,2,29,7,0,2022-04-29,91,0,,,,
klassic curves,6769,150,258777,19,0,2,2,0,1,2022-04-28,70,0,,,,
The Flower Cart,53763,7,3620,5,0,1,1,1,0,2022-04-24,1,0,,,,
Asteera,58376,22,19022,5,0,3,8,3,0,2022-04-11,0,1,,,,
First Bracket,26990,52,24523,19,0,3,31,4,3,2022-04-25,15,0,,,,
Saiful cosmetics gallery,52523,66,57497,21,0,14,5,3,2,2022-04-28,18,0,,,,
Click To Buy (Dhaka),44381,1,285,1,0,0,1,0,0,2022-04-14,0,1,,,,
Salma's Household and Gardening,19368,30,22918,18,0,0,26,3,0,2022-04-27,18,0,,,,
Lady's Arcade,5049,7,12765,2,0,1,3,0,1,2022-04-28,0,1,,,,
Metaphor,895,92,130202,18,0,3,59,4,3,2022-04-28,113,0,,,,
Angasree,32820,12,17775,7,0,1,1,3,4,2022-04-27,6,0,,,,
RK Fashion House,58355,78,64177,17,0,23,18,4,4,2022-04-30,186,0,,,,
Kuhu Kothon,35622,69,54958,13,0,1,39,3,0,2022-04-28,80,0,,,,
UK BD Bazar,11318,67,84924,13,0,2,37,12,3,2022-04-30,19,0,,,,
Trendy Bee,37055,373,191889,15,0,14,214,33,7,2022-04-30,151,0,,,,
TIME Genuine,6940,16,28153,6,0,2,5,1,0,2022-04-29,0,1,,,,
Dress fair and Accessorie,9048,125,281111,16,0,3,0,0,0,2022-04-29,117,0,,,,
desh bangla online,5671,29,42985,15,0,0,5,1,0,2022-04-29,38,0,,,,
Youth Collections,5522,17,17797,8,0,0,14,1,0,2022-04-30,21,0,,,,
You & Baby,32706,218,266020,26,0,5,113,14,4,2022-04-29,254,0,,,,
Rasel online shop,58594,23,21740,7,0,2,5,1,1,2022-04-30,26,0,,,,
Rinayna - 1,4281,73,95710,14,0,2,37,8,2,2022-04-23,27,0,,,,
Shopping with hema,6597,32,54127,14,0,0,19,1,0,2022-04-29,42,0,,,,
TASNUHA,23836,68,43726,8,0,1,18,11,4,2022-04-29,5,0,,,,
KSS-Keya's Stream,10073,318,270815,29,0,3,209,18,3,2022-04-30,228,0,,,,
Extico Gifts & Office Supplies,15133,143,103588,17,0,31,23,3,1,2022-04-29,62,0,,,,
Elegancia,2226,101,68824,6,0,1,72,6,3,2022-04-29,10,0,,,,
Jessinia,8752,337,642139,26,0,3,231,15,3,2022-04-30,431,0,,,,
Somra MBL Limited,58450,119,7187,3,0,0,112,5,2,2022-04-04,0,1,,,,
The Tex World Dres House,32173,30,48770,14,0,0,18,2,0,2022-04-24,15,0,,,,
Minigold Bangladesh,26745,105,86521,21,0,3,41,10,1,2022-04-30,370,0,,,,
The Presto,60945,42,51665,13,0,1,16,2,1,2022-04-30,51,0,,,,
Wear met,62952,34,46890,10,0,1,19,1,0,2022-04-29,77,0,,,,
Shahzadi & Shehnaz,787,655,991687,30,0,19,521,80,22,2022-04-30,176,0,,,,
Easy Ruti Maker,14833,20,30542,12,0,0,6,0,1,2022-04-26,14,0,,,,
Lilac,4592,16,22500,8,0,0,11,2,0,2022-04-28,3,0,,,,
Zaara Rodela Collections,6654,155,429847,28,0,3,92,14,3,2022-04-28,66,0,,,,
Cover Valley,42246,21,10875,4,0,1,14,2,0,2022-04-25,17,0,,,,
Xiko,16126,122,180031,20,0,21,50,6,5,2022-04-28,1,0,,,,
Moumeeta's Boutique,9629,9,12693,6,0,0,3,1,0,2022-04-27,7,0,,,,
Noor's world,2916,16,76190,9,0,0,3,0,0,2022-04-28,3,0,,,,
VINTAGE STYLE 1,6190,79,166350,20,0,2,61,6,2,2022-04-29,49,0,,,,
Gorgeous You By Tahrim,5235,47,147526,16,0,2,7,2,0,2022-04-28,54,0,,,,
Beauty station,7874,219,605768,25,0,7,138,25,11,2022-04-28,61,0,,,,
Western Freakers,10148,146,135785,20,0,6,71,35,8,2022-04-29,192,0,,,,
Elite Mart Ltd.,57343,51,93040,20,0,8,13,5,1,2022-04-27,37,0,,,,
Violeta,9162,172,326575,28,0,10,65,7,3,2022-04-30,126,0,,,,
Vamos de compras,38456,10,1810,4,0,0,1,0,0,2022-04-27,19,0,,,,
Dress Angel,33613,28,70583,14,0,2,22,1,0,2022-04-26,9,0,,,,
radiant collection,4848,249,262578,27,0,23,96,18,9,2022-04-26,76,0,,,,
Mukto-jhinuk,39014,4,4320,4,0,0,2,0,0,2022-04-02,0,1,,,,
Reflections Of Haya,6247,35,69174,13,0,0,25,1,0,2022-04-29,29,0,,,,
Cadets Sportswear,33741,53,74192,14,0,1,29,1,1,2022-04-29,30,0,,,,
ShopQueen.com.bd,8150,594,761702,25,0,4,329,18,7,2022-04-28,673,0,,,,
Booktique,3397,25,22553,6,0,0,14,0,0,2022-04-20,12,0,,,,
BESHATI,6104,62,45500,21,0,1,30,4,1,2022-04-27,10,0,,,,
Griho Charu,49213,299,215268,14,0,30,8,1,0,2022-04-28,47,0,,,,
Colorflow Apparels,6169,143,188046,27,0,2,4,1,0,2022-04-30,40,0,,,,
Finoria,5946,92,85652,26,0,1,52,5,2,2022-04-29,55,0,,,,
Margia's Dream,19858,5,1788,3,0,0,5,0,0,2022-04-17,0,1,,,,
La boutique BD,49196,16,11987,8,0,0,13,0,0,2022-04-28,2,0,,,,
Watch Gallery,6949,118,501824,19,0,2,59,4,1,2022-04-29,24,0,,,,
Pharma IMEX Ltd.,37141,6,3325,5,0,1,3,1,0,2022-04-25,9,0,,,,
Kids BookBerries,39629,28,77898,16,0,0,18,1,0,2022-04-25,15,0,,,,
Western Bangladesh,28465,29,20700,13,0,1,17,2,1,2022-04-30,17,0,,,,
Angel Rose beauty Care BD,5672,500,693862,30,0,14,308,36,11,2022-04-30,294,0,,,,
RnMzon,35067,37,143674,16,0,0,14,5,1,2022-04-29,23,0,,,,
ShawOn'S Paradise,9515,306,1093699,27,0,11,132,20,9,2022-04-29,190,0,,,,
Bonediyana,3692,195,87508,16,0,3,157,20,4,2022-04-28,261,0,,,,
iWearSense,47534,71,38625,15,0,4,28,4,1,2022-04-27,0,1,,,,
Pinky promise by Nity,11344,144,340125,20,0,2,113,10,4,2022-04-30,118,0,,,,
Karu's closet,33984,70,163241,17,0,5,28,3,2,2022-04-28,31,0,,,,
Dear Girl's,27723,2,523,2,0,0,1,0,0,2022-04-10,0,1,,,,
RightChoice,41543,12,10077,9,0,0,0,0,0,2022-04-30,6,0,,,,
High Street Beauty from London,30073,31,52805,15,0,0,17,2,0,2022-04-22,16,0,,,,
MH Online Shop,47629,47,29343,11,0,2,0,0,0,2022-04-01,0,1,,,,
Daisy Boo,41663,10,2674,5,0,0,3,2,0,2022-04-30,6,0,,,,
Netter School Books,7748,10,6467,4,0,0,0,3,1,2022-04-03,0,1,,,,
All That She Wants BD,34928,158,84329,14,0,1,117,17,1,2022-04-30,91,0,,,,
PIXODE,41076,92,37533,11,0,5,35,4,0,2022-04-26,49,0,,,,
Proyojonshop.com,13124,20,18440,11,0,1,4,1,0,2022-04-24,3,0,,,,
Gadget Express,32840,10,6843,8,0,1,2,1,0,2022-04-27,6,0,,,,
BILANCIA,54301,8,2915,3,0,0,0,0,0,2022-04-30,7,0,,,,
Buvika,21793,46,69570,18,0,0,38,3,2,2022-04-29,35,0,,,,
Camelia,60838,23,11145,6,0,1,6,1,0,2022-04-26,0,1,,,,
Sumo Style,41256,19,23744,5,0,0,14,1,0,2022-04-29,9,0,,,,
AR Fashion World,15036,120,207913,17,0,4,29,10,4,2022-04-27,88,0,,,,
Nakful House,53635,119,71052,20,0,34,4,2,3,2022-04-28,45,0,,,,
SR Enterprise,40028,75,120363,22,0,10,11,3,2,2022-04-21,0,1,,,,
Tamnna Style House,42565,33,10427,16,0,3,1,0,0,2022-04-25,0,1,,,,
Mesas Shobuz Enterprise (KIOSK),48259,3,202,2,0,0,0,0,0,2022-04-06,0,1,,,,
Jolly's Dress delight,1699,9,15280,6,0,0,5,0,0,2022-04-18,4,0,,,,
Blinker,27910,11,3420,9,0,1,7,0,0,2022-04-13,1,0,,,,
Milc Creations,27504,3,1610,2,0,0,3,0,0,2022-04-29,2,0,,,,
Grandiose Jewelry Empire,5499,170,264235,20,0,3,121,17,5,2022-04-29,56,0,,,,
E.Product Point 2,23102,105,134882,24,0,37,13,7,5,2022-04-26,2,0,,,,
Classic art,58808,3,233,2,0,0,0,0,0,2022-04-27,0,1,,,,
ebay anglo corporate sell,39565,26,32763,11,0,1,12,5,2,2022-04-27,0,1,,,,
ARFIN,3550,36,99284,21,0,2,26,4,1,2022-04-28,29,0,,,,
taqwactg,6533,111,126222,18,0,1,28,6,1,2022-04-29,23,0,,,,
GLAM UP,29478,107,67523,26,0,1,13,1,0,2022-04-29,27,0,,,,
3.5mm,7844,12,12763,9,0,0,8,1,0,2022-04-28,13,0,,,,
Fariya's Fashion,6607,40,82330,15,0,1,29,2,0,2022-04-28,17,0,1,2022-05-12,,
Cultured Clothing,11017,23,32650,13,0,1,14,3,2,2022-04-26,0,1,,,,
Forever Living Products Bangladesh,12713,50,5368,17,0,0,36,2,1,2022-04-28,17,0,,,,
Angel Drop,6164,9,9413,4,0,2,3,1,0,2022-04-25,0,1,,,,
ZAshion.BD,3588,296,376762,24,0,7,211,41,9,2022-04-30,248,0,,,,
Black Beauty And Cosmetics,17074,229,240313,22,0,7,97,13,3,2022-04-30,183,0,,,,
Tome BD,50451,5,3645,2,0,0,5,1,0,2022-04-22,1,0,,,,
Gadget union bd,46639,31,23320,14,0,2,2,1,0,2022-04-30,19,0,,,,
Wholesale Bag BD,12249,15,22393,10,0,0,4,1,0,2022-04-28,7,0,,,,
Adore Me Online Shop,724,195,167527,23,0,2,138,14,4,2022-04-30,198,0,,,,
Obsessive Elegance,24788,83,121171,5,0,2,51,7,1,2022-04-28,30,0,,,,
Raisha Fashion online shop,26039,47,86673,22,0,4,0,0,0,2022-04-28,31,0,,,,
Beauty Booth,47406,52,66481,18,0,1,29,3,0,2022-04-29,41,0,,,,
Noyakonna fashion,56986,45,51809,15,0,3,0,1,3,2022-04-25,29,0,,,,
Monarch,8875,4,1979,3,0,0,3,0,0,2022-04-14,0,1,,,,
Dresses By Noor,23054,25,25920,13,0,0,3,0,0,2022-04-24,7,0,,,,
The Jewellery Empire,43664,33,29720,11,0,1,18,2,0,2022-04-29,24,0,,,,
Health and service,29435,37,45267,17,0,1,17,1,0,2022-04-27,2,0,,,,
Lawn  Er Hat,44617,141,181480,21,0,8,35,5,2,2022-04-28,16,0,,,,
Trendacart,11423,23,36363,10,0,0,14,3,0,2022-04-26,8,0,,,,
MaskOn,10899,186,76977,14,0,3,128,9,5,2022-04-29,25,0,,,,
city walk BD,3470,52,71599,13,0,2,2,0,0,2022-04-29,50,0,,,,
Boundless Beauty,24139,18,27602,11,0,0,14,1,0,2022-04-30,30,0,,,,
Snap E-mart,57227,5,2840,4,0,0,2,0,0,2022-04-19,0,1,,,,
Watch BD,33806,12,14233,9,0,1,5,1,0,2022-04-30,8,0,,,,
Smritys Vanity,42736,23,38363,13,0,1,0,5,14,2022-04-28,28,0,,,,
Bithi Bahari Collection,57971,3,3537,3,0,1,0,0,0,2022-04-28,0,1,,,,
SK ONLINE FASHION HOUSE,53220,27,26707,13,0,0,8,1,0,2022-04-29,0,1,,,,
PinkAge,6042,6,5745,3,0,0,4,0,0,2022-04-25,3,0,,,,
Hiranya,29290,3,973,1,0,0,1,0,0,2022-04-01,0,1,,,,
CHARUBD,53014,32,58402,14,0,0,8,0,0,2022-04-27,18,0,,,,
Neon Book Shop,29595,501,492395,25,0,15,179,18,10,2022-04-28,415,0,,,,
Prothoma-,18725,6,5602,5,0,0,0,1,0,2022-04-27,7,0,,,,
Flora Limited,14469,31,298217,14,0,0,10,1,0,2022-04-17,5,0,,,,
MendCare Ltd.,11034,4,23840,4,0,0,0,0,0,2022-04-12,0,1,,,,
Export baby shop,6748,452,632097,28,0,8,24,2,0,2022-04-29,307,0,,,,
Nobonita Fashionwear,8480,42,90432,16,0,0,25,2,1,2022-04-27,82,0,,,,
Watch Fanatic BD,5283,48,59697,13,0,1,33,3,1,2022-04-30,11,0,,,,
Kinnori,27534,75,82977,16,0,4,35,6,2,2022-04-10,0,1,,,,
Zara Fashion,775,325,523575,24,1,10,180,23,10,2022-04-30,102,0,,,,
Ponno Shomahar1,46904,36,16603,17,0,0,23,2,0,2022-04-28,4,0,,,,
Kaavish Jewellery Collection,31128,20,41937,13,0,1,10,2,0,2022-04-24,0,1,,,,
Shop bd,61139,140,195589,19,0,20,55,7,4,2022-04-24,130,0,,,,
VeNus Fashion,13689,29,100000,14,0,1,2,0,0,2022-04-27,33,0,,,,
Auurooraa,37334,12,5444,6,0,0,4,0,0,2022-04-26,48,0,,,,
trendylookbd.com,55079,39,48513,16,0,3,28,2,2,2022-04-22,0,1,,,,
Verir Shop,46847,36,11010,10,0,3,22,0,1,2022-04-20,0,1,,,,
M.H group,49469,102,152162,24,0,16,12,3,5,2022-04-27,10,0,,,,
Duronto Canister Filter,41517,2,2272,1,0,0,0,0,0,2022-04-09,0,1,,,,
Jamalpur Original Handicrafts,13173,7,15505,4,0,0,5,1,0,2022-04-20,0,1,,,,
Rongo Chongo Art,43352,39,9208,13,0,1,25,3,1,2022-04-27,1,0,,,,
Cover Zone,6735,29,13927,11,0,1,10,1,2,2022-04-17,0,1,,,,
Smart Alibaba BD,3876,63,162205,16,0,2,41,6,3,2022-04-13,1,0,,,,
Werewolf.bd,33106,11,12432,4,0,1,7,1,0,2022-04-20,0,1,,,,
S@kib,22044,2,101,2,0,0,0,0,0,2022-04-28,1,0,,,,
BEAUTY PLUS,48060,71,39550,14,0,1,17,3,0,2022-04-27,37,0,,,,
JEWELLANDS,45935,9,10650,7,0,1,5,1,1,2022-04-29,0,1,,,,
Baby shop,670,42,73681,14,0,1,0,0,0,2022-04-27,42,0,,,,
Mensen Media n Relumins Skin Care,5913,27,202163,14,0,1,13,1,0,2022-04-25,18,0,,,,
Brand Gigs,32012,30,20722,6,0,1,16,2,1,2022-04-28,1,0,,,,
Al - Maequl,36429,4,3840,2,0,0,4,0,0,2022-04-24,0,1,,,,
PJM CREATION,10471,41,98090,11,0,2,32,2,2,2022-04-30,66,0,,,,
Paper Worm,5286,5,3557,4,0,0,4,0,0,2022-04-16,0,1,,,,
Dream's Fashion BD,4930,493,278166,26,0,25,21,71,159,2022-04-27,41,0,,,,
Stationary By Wish,39407,40,19198,15,0,1,27,1,1,2022-04-27,42,0,,,,
Jamdani Planet,802,12,35763,8,0,0,7,0,0,2022-04-26,9,0,,,,
Valentinas World,5780,157,203560,26,0,3,95,6,2,2022-04-30,101,0,,,,
The Ordinary Bangladesh,35207,9,15505,7,0,0,0,0,0,2022-04-28,7,0,,,,
EconaZ,24269,16,26482,9,0,1,4,0,0,2022-04-27,28,0,,,,
Swapon's World,841,124,114404,26,0,18,81,14,14,2022-04-18,0,1,,,,
Sabkichu,2871,162,200908,24,0,3,73,7,2,2022-04-30,87,0,,,,
Dailysories,805,103,219763,24,0,4,68,9,1,2022-04-30,134,0,,,,
Natural Cha,13758,11,2085,2,0,0,8,0,0,2022-04-18,4,0,,,,
Somvranto,5776,44,113260,11,0,0,27,4,1,2022-04-22,2,0,,,,
Ferdoshi World,1035,63,43232,19,0,0,47,5,1,2022-04-30,66,0,,,,
Entice,19499,114,107622,29,0,2,58,6,2,2022-04-28,87,0,,,,
Baadok.com,14967,4,1613,3,0,0,3,0,0,2022-04-15,3,0,,,,
Bollywood Bazar,10343,44,24877,14,0,1,11,1,0,2022-04-27,0,1,,,,
Attaziru Amin,31387,95,77235,17,0,8,19,2,1,2022-04-28,44,0,,,,
Spangle beauty by sadia,38900,24,30568,6,0,3,14,3,1,2022-04-29,0,1,,,,
the beautiful (1),728,79,89738,14,0,1,67,6,2,2022-04-30,65,0,,,,
Neko Neko by T. L. Guria,46620,15,9255,8,0,0,8,3,0,2022-04-29,20,0,,,,
TRENDSY FASHION,14589,104,567669,25,0,4,59,21,5,2022-04-29,59,0,,,,
TT Art & Craft,8273,38,46728,17,0,0,19,2,0,2022-04-27,16,0,,,,
Goynaboti,38288,31,76720,14,0,3,4,0,0,2022-04-27,2,0,,,,
MOHOR,25645,31,37080,12,0,0,8,1,0,2022-04-30,43,0,,,,
BeYou,39923,4,4075,4,0,0,1,2,0,2022-04-27,3,0,,,,
A&N Crafterina,44829,34,33425,10,0,0,0,3,6,2022-04-26,12,0,,,,
Rongdhonu Fashion Gallery,54130,5,2087,4,0,0,0,1,0,2022-04-25,0,1,,,,
lit fashion,36318,34,19943,9,0,1,27,4,1,2022-04-30,17,0,,,,
Senorarita,23045,30,55256,19,0,1,22,1,1,2022-04-30,31,0,,,,
Ummah's Desire,32009,77,61570,21,0,2,23,1,2,2022-04-29,58,0,,,,
Cover Store,32362,81,20345,20,0,2,61,3,0,2022-04-27,10,0,,,,
Downtown Dacca,32152,52,24115,14,0,2,22,4,2,2022-04-30,51,0,,,,
Edens,39308,4,1313,2,0,0,0,1,0,2022-04-24,0,1,,,,
SARA FASHION HOUSE,1028,47,64133,17,0,1,13,0,0,2022-04-29,31,0,,,,
Taani's Garden,14893,24,8355,15,0,0,14,3,0,2022-04-28,19,0,,,,
Stylish,5441,11,26527,8,0,0,5,0,0,2022-04-27,5,0,,,,
Shariatpur  HUB KIOSK,38160,6,666,5,0,1,0,1,4,2022-04-25,5,0,,,,
Beauty Bonita,8358,5,3110,4,0,0,4,0,0,2022-04-29,0,1,,,,
Kiddy and Mom,7477,44,35123,12,0,2,19,4,1,2022-04-26,1,0,,,,
Pasara Craft,18667,8,15563,6,0,0,3,0,0,2022-04-30,37,0,,,,
Ka te Kapor,6261,8,6943,6,0,0,0,0,0,2022-04-25,10,0,,,,
CREZ,32809,20,11650,10,0,4,7,2,0,2022-04-29,76,0,,,,
Rudrani,9549,3,6685,2,0,0,1,0,1,2022-04-27,0,1,,,,
IT Bari,3641,11,13750,7,0,1,2,0,0,2022-04-26,6,0,,,,
Aurora Home Decor Bangladesh,42309,23,23790,8,0,1,16,4,0,2022-04-16,0,1,,,,
Flamesa,11687,118,225497,24,0,1,67,7,2,2022-04-11,0,1,,,,
Be stylish by Shajo,41527,3,1750,3,0,0,2,0,0,2022-04-27,5,0,,,,
Sawda creations,24625,13,6937,9,0,0,7,2,0,2022-04-23,0,1,,,,
Temporary Tattoo Art BD,8094,6,3110,6,0,0,6,0,0,2022-04-20,0,1,,,,
Gadget Boom,27641,41,39344,11,0,2,1,10,1,2022-04-19,0,1,,,,
ESMERIZE LEATHER,52383,26,44352,10,0,2,14,2,0,2022-04-29,0,1,,,,
Luxury Gallery,10028,103,110690,16,0,5,60,7,2,2022-04-28,35,0,,,,
SHOP IT,6761,30,47585,11,0,2,5,1,0,2022-04-28,13,0,,,,
Zafreen.com,15367,46,63608,19,0,4,18,2,1,2022-04-28,43,0,,,,
Koshai Ghoriwala,17149,18,32773,12,0,0,8,1,0,2022-04-15,0,1,,,,
KARUKAJ,6408,40,77947,16,0,1,13,3,0,2022-04-25,20,0,,,,
Shinjini,11039,155,260240,19,0,3,91,6,3,2022-04-27,137,0,,,,
SMART GADGETS BANGLADESH (BD),3009,2,1390,2,0,0,1,1,0,2022-04-11,1,0,,,,
Desire.,57175,73,25780,23,0,2,43,3,0,2022-04-30,77,0,,,,
Code Zone,35175,2,2317,2,0,0,0,0,0,2022-04-27,1,0,,,,
Bluebell By Nabila,38128,4,11087,2,0,0,2,1,0,2022-04-29,1,0,,,,
jprscollection,37103,1,843,1,0,0,0,0,0,2022-04-13,3,0,,,,
Tanim Advertaizing (KIOSK),52025,14,1651,6,0,0,2,1,0,2022-04-27,4,0,,,,
JoyaShop24.com,788,61,39547,19,0,4,14,3,2,2022-04-28,3,0,,,,
Shisha Dhaka BD,6068,178,274845,29,0,2,118,6,2,2022-04-30,159,0,,,,
Pohelika,55448,3,3385,3,0,0,0,0,2,2022-04-24,0,1,,,,
Succu Caccu,44665,105,173021,13,0,0,67,3,0,2022-04-29,6,0,,,,
Darawiz Hijab-1,15182,135,137627,23,0,2,98,10,1,2022-04-30,28,0,,,,
Mummy n Me,6778,9,36307,2,0,0,6,2,0,2022-04-28,7,0,,,,
Style with Simmi,21188,10,2975,5,0,1,8,1,0,2022-04-22,0,1,,,,
Vigor,2507,22,12127,7,0,1,15,1,0,2022-04-27,14,0,,,,
S.R. Handicraft,13710,8,2975,6,0,1,6,1,1,2022-04-29,1,0,,,,
Good Girl,34971,121,97182,18,0,8,74,11,5,2022-04-28,62,0,,,,
EASYTREATMENT,42307,17,29008,7,0,0,5,2,0,2022-04-22,7,0,,,,
Better Tex BD,20133,12,15945,8,0,1,6,1,0,2022-04-26,1,0,,,,
Greater Gift,32564,5,1890,4,0,0,5,1,0,2022-04-07,0,1,,,,
ZR Shop BD,2883,73,74582,22,0,2,1,1,0,2022-04-28,42,0,,,,
Luxurious  Mart,34243,5,2080,2,0,0,2,0,0,2022-04-30,3,0,,,,
Dynamo Kids Shop,13803,109,123243,21,0,3,44,4,0,2022-04-30,116,0,,,,
Tropical Aquatic,49499,19,12272,10,0,0,9,1,0,2022-04-20,7,0,,,,
Offbit fashion by Mili jannat,7208,17,43413,5,0,1,8,1,0,2022-04-27,6,0,,,,
Pride Fashion,23014,75,138703,15,0,5,20,2,2,2022-04-26,9,0,,,,
BackUp,39922,52,84061,16,0,5,20,2,2,2022-04-30,79,0,,,,
Uk onestop bd,31312,1,140,1,0,0,1,0,0,2022-04-16,1,0,,,,
S.N.BIJLIFASHION,39130,8,7820,5,0,0,5,1,0,2022-04-17,0,1,,,,
Stylist sneha collection,56840,4,7910,3,0,0,0,0,0,2022-04-24,4,0,,,,
"GlowHouseBD,  Beauty Items",4287,37,40406,8,0,0,30,4,1,2022-04-26,23,0,,,,
Tame  Bird Accessories,23524,20,13612,10,0,0,11,2,0,2022-04-23,11,0,,,,
The Seiko Watch and Electronics,58523,6,1455,4,0,1,4,0,1,2022-04-30,0,1,,,,
Troyees wardrobe,12162,129,289196,23,0,3,65,7,5,2022-04-30,149,0,,,,
ID SOLUTION,21725,97,26282,22,0,2,69,4,2,2022-04-29,22,0,,,,
Days Online Shop,29768,33,37475,15,0,0,22,3,0,2022-04-29,14,0,,,,
Qbix Shop,39748,5,2350,4,0,0,0,0,0,2022-04-20,10,0,,,,
Dreams Gallery,897,93,65237,22,0,1,5,6,2,2022-04-30,63,0,,,,
La Gabbia,24313,19,8267,11,0,1,7,0,0,2022-04-27,6,0,,,,
Famous Person,10056,11,10172,7,0,1,7,1,0,2022-04-06,0,1,,,,
Primas,46699,15,5000,9,0,0,10,1,0,2022-04-29,1,0,,,,
Girls Heaven,633,19,19407,9,0,1,1,0,0,2022-04-26,11,0,,,,
China wholesale market,22686,17,21008,10,0,2,5,0,0,2022-04-23,1,0,,,,
shades,9722,40,25507,10,0,0,26,3,2,2022-04-29,2,0,,,,
sixdegreesbd,627,25,18043,9,0,2,14,3,1,2022-04-30,4,0,,,,
Hand Made Jewellry,42732,15,15630,11,0,1,3,1,0,2022-04-29,18,0,,,,
Nodika's Collection,33791,17,31097,8,0,0,0,0,2,2022-04-27,7,0,,,,
GM Elite Trade,56557,136,179573,25,0,23,39,13,4,2022-04-12,6,0,,,,
Anvistore.official,44784,130,178922,23,0,4,56,12,4,2022-04-29,178,0,,,,
Teen Age Fashion,7783,33,58257,12,0,0,22,1,0,2022-04-29,35,0,,,,
Zahara collection 1,11405,9,4993,6,0,0,6,0,0,2022-04-26,9,0,,,,
Sawda shop,55018,63,89672,21,0,0,28,4,1,2022-04-30,46,0,,,,
Dreamzone Lifestyle,4571,9,19447,5,0,0,8,1,0,2022-04-26,1,0,,,,
Anumita's Attire,18593,2,2510,2,0,0,2,0,0,2022-04-08,0,1,,,,
Lilabali-shoi,35240,5,9540,5,0,0,4,0,0,2022-04-23,0,1,,,,
Ruvaara,49839,2,240,2,0,0,0,1,1,2022-04-19,0,1,,,,
Sharif Elite Enterprise,26143,45,32780,16,0,8,5,2,1,2022-04-27,40,0,,,,
Nipun Eshop,889,126,90823,25,0,4,91,11,2,2022-04-28,110,0,,,,
Jumuah shop,52536,133,70705,25,0,8,17,2,0,2022-04-28,30,0,,,,
StiloBee,13914,8,9430,7,0,1,2,1,1,2022-04-29,1,0,,,,
Kids Mart,32884,8,4663,5,0,0,0,2,1,2022-04-27,0,1,,,,
